,tweet,tokens
11556, You are no longer relevant Bob  Shut it down  Have a great retirement ,"['long', 'relev', 'bob', 'shut', 'gre', 'retir']"
11557,  But with an active membership in Antifa and a book that looks like the Imperial flag of Japan  ,"['act', 'memb', 'antif', 'book', 'look', 'lik', 'imp', 'flag', 'jap']"
11558,  Oh no   That sucks   what if you are  sick    ,"['oh', 'suck', 'sick']"
11559, I mean  that occasionally works when arguing with liberals or centrists  if you can get them to give up the idea that Socialism Authoritarianism   the problem is that conservatives have long since given up the idea that administrative measures are ever the right thing to do  ,"['mean', 'occas', 'work', 'argu', 'lib', 'cent', 'get', 'giv', 'ide', 'soc', 'authorit', 'problem', 'conserv', 'long', 'sint', 'giv', 'ide', 'admin', 'meas', 'ev', 'right', 'thing']"
11560,                                                  Aum Rand really   There are few people hat I ostensivly dislike she is definitely up there   she actively encourages vice  Also science is kinda the product of skepticism so that makes no sense ,"['aum', 'rand', 'real', 'peopl', 'hat', 'ostend', 'dislik', 'definit', 'act', 'enco', 'vic', 'also', 'sci', 'kind', 'produc', 'skept', 'mak', 'sens']"
11561, We the People   Not you the poitician,"['peopl', 'poit']"
11562, He was either looking to pray or for prey    ,"['eith', 'look', 'pray', 'prey']"
11563,  Ezra is a cockroach who needs to have light shone on ,"['ezr', 'cockroach', 'nee', 'light', 'shon']"
11564, Constitutional Republic Micheal  This is not Greece      years ago ,"['constitut', 'republ', 'mich', 'greec', 'year', 'ago']"
11565,  thank you for being who you are and never shying away from it  For being beautiful and smart and real and black and joyful  For showing that Black woman can be more than the boxes the world puts them in  You are a legend  I ca wait to see what you do next   GOAT ,"['thank', 'nev', 'shy', 'away', 'beauty', 'smart', 'real', 'black', 'joy', 'show', 'black', 'wom', 'box', 'world', 'put', 'legend', 'ca', 'wait', 'see', 'next', 'goat']"
11566,  I do care how many girls thought he was wonderful   all it takes is one young woman to be attacked  She had therapy because of what he did to her  So do insinuate she lying  She is a respected professor and has no reason to make this up ,"['car', 'many', 'girl', 'thought', 'wond', 'tak', 'on', 'young', 'wom', 'attack', 'therapy', 'insinu', 'lying', 'respect', 'profess', 'reason', 'mak']"
11567,     Thank you mama cookie she is my long distance cousin  She will treat you well ,"['thank', 'mam', 'cooky', 'long', 'dist', 'cousin', 'tre', 'wel']"
11568, Since I cant do it can you PLEASE  call   and tell her none of this is her fault bc honestly ppl r being so vicious to her rn and I just hope she is okay  ,"['sint', 'cant', 'pleas', 'cal', 'tel', 'non', 'fault', 'bc', 'honest', 'ppl', 'vicy', 'rn', 'hop', 'okay']"
11569, Democrats have done anything but cover up   so all you think you have a solution  ya do     you want gun control   How about abortion control  Free medical  Free ed  Quit tripping,"['democr', 'don', 'anyth', 'cov', 'think', 'solv', 'ya', 'want', 'gun', 'control', 'abort', 'control', 'fre', 'med', 'fre', 'ed', 'quit', 'trip']"
11570, He uses common sense,"['us', 'common', 'sens']"
11571,    Evidence against Manafort was substantial and beyond reasonable doubt  on   counts  He was found guilty in court  any other spin is useless  This is how our system works  If Manafort had problems with verdicts he can appeal them  he is not  ,"['evid', 'manafort', 'subst', 'beyond', 'reason', 'doubt', 'count', 'found', 'guil', 'court', 'spin', 'useless', 'system', 'work', 'manafort', 'problem', 'verdict', 'ap']"
11572, HPLYK FUCK,"['hplyk', 'fuck']"
11573,    Like no one has ever crossed the floor to the liberals   Hypocrite,"['lik', 'on', 'ev', 'cross', 'flo', 'lib', 'hypocrit']"
11574,  Poor Baby   This is why you and your entire network CAN NOT be trusted   The only people still watching CNN are brainwashed liberals and demonrats  ,"['poor', 'baby', 'entir', 'network', 'trust', 'peopl', 'stil', 'watch', 'cnn', 'brainwash', 'lib', 'demonr']"
11575,  Maxine is a CRACKED POT and should be run out of town    What  a loser she is   What a joke she is also ,"['maxin', 'crack', 'pot', 'run', 'town', 'los', 'jok', 'also']"
11576, IKR    he is like the biggest fanboy  A ,"['ikr', 'lik', 'biggest', 'fanboy']"
11577, You kept a SCJ seat open for over a year with Merrick Garland  It is not fair to push Kavanaugh thru  He is the most unpopular nominee ever  The American people deserve better than this  The woman deserves better than this ,"['kept', 'scj', 'seat', 'op', 'year', 'merrick', 'garland', 'fair', 'push', 'kavanaugh', 'thru', 'unpopul', 'nomin', 'ev', 'am', 'peopl', 'deserv', 'bet', 'wom', 'deserv', 'bet']"
11578,       Typical response from liberals when you re making a strong statement thats hard to argue with     BOT   Great debate Angie    MAGA ,"['typ', 'respons', 'lib', 'mak', 'strong', 'stat', 'that', 'hard', 'argu', 'bot', 'gre', 'deb', 'angy', 'mag']"
11579,      Sorry about your son  I am sure he would not want you to be hateful   I am not going to question your support for Trump  You have your reasons and that fine  I think you are above jumping on the hate bandwagon though  Just an observation ,"['sorry', 'son', 'sur', 'would', 'want', 'hat', 'going', 'quest', 'support', 'trump', 'reason', 'fin', 'think', 'jump', 'hat', 'bandwagon', 'though', 'observ']"
11580,  I didn t have them in school    did us no harm    they are a distraction and you are in school to learn        ,"['school', 'harm', 'distract', 'school', 'learn']"
11581,  So Kerry thinx bcuz an anti  leftist narrative has bin spread   heard  by everyone in Washington that it qualifies it as       Fact Thats not how facts work u dumb leftist Thats called an intentional smear spread to create a lie to use as a talking point for desperate Dems,"['kerry', 'thinx', 'bcuz', 'ant', 'left', 'nar', 'bin', 'spread', 'heard', 'everyon', 'washington', 'qual', 'fact', 'that', 'fact', 'work', 'dumb', 'left', 'that', 'cal', 'int', 'smear', 'spread', 'cre', 'lie', 'us', 'talk', 'point', 'desp', 'dem']"
11582,Shop       s  BREAKING  FORTNITEANDROID  kungfu  fantasy  movies  Trump  maga    s  tech  texas  trending  SundayMotivation  maga  gop  GameofThrones  beard  men  news  BREAKING  kungfu  shop  shoponline  TXSen  texas ,"['shop', 'break', 'fortniteandroid', 'kungfu', 'fantasy', 'movy', 'trump', 'mag', 'tech', 'texa', 'trend', 'sundaymot', 'mag', 'gop', 'gameofthron', 'beard', 'men', 'new', 'break', 'kungfu', 'shop', 'shoponlin', 'txsen', 'texa']"
11583, He is in jail,['jail']
11584, paul george,"['paul', 'georg']"
11585, Holy shit I love her   ,"['holy', 'shit', 'lov']"
11586,          Ha if you really ca see the hypocrisy that is antifa then you have obvious drunk the cool aid ,"['ha', 'real', 'ca', 'see', 'hypocrisy', 'antif', 'obvy', 'drunk', 'cool', 'aid']"
11587, I wish your commie ass would show up to an antifa rally ,"['wish', 'commy', 'as', 'would', 'show', 'antif', 'ral']"
11588,   Oh   July   so like     amp      years ago     NO   that a difference maker   I had no idea    Please share your thoughts on serial woman abuser  amp  Antifa lover   ,"['oh', 'july', 'lik', 'amp', 'year', 'ago', 'diff', 'mak', 'ide', 'pleas', 'shar', 'thought', 'ser', 'wom', 'abus', 'amp', 'antif', 'lov']"
11589,    British Biased Corporation News  Blatantly Backing Conservatives News ,"['brit', 'bias', 'corp', 'new', 'blat', 'back', 'conserv', 'new']"
11590, What do you care  You are going to prison prison regardless  ,"['car', 'going', 'prison', 'prison', 'regardless']"
11591, Free speech is alive but not so well since all social media platforms are run with a strict dictatorship of opinions by libtards ,"['fre', 'speech', 'al', 'wel', 'sint', 'soc', 'med', 'platform', 'run', 'strict', 'dict', 'opin', 'libtard']"
11592,    EEA migration boosts productivity and innovation and has NO IMPACT on the training of UK born  Another  lie nailed  ,"['ee', 'migr', 'boost', 'produc', 'innov', 'impact', 'train', 'uk', 'born', 'anoth', 'lie', 'nail']"
11593, Is this bodyshaming    Good to see the feminists and liberals have no issue with bodyshaming  as long as it directed towards a man  ,"['bodysham', 'good', 'see', 'femin', 'lib', 'issu', 'bodysham', 'long', 'direct', 'toward', 'man']"
11594,   Did think I could have less respect for whoever she is until now ,"['think', 'could', 'le', 'respect', 'whoev']"
11595, I wonder if they are sex traffic victims ,"['wond', 'sex', 'traff', 'victim']"
11596,   Sheesh    conservatives should quit while they re behind     Obnoxious   ,"['sheesh', 'conserv', 'quit', 'behind', 'obnoxy']"
11597, Just came here from the video and man am I discusted by greg seriously he is taking advantage of his sons fame         f  k greg      ,"['cam', 'video', 'man', 'discust', 'greg', 'sery', 'tak', 'adv', 'son', 'fam', 'greg']"
11598,   cares a great deal about how he is perceived  The number of people who died is largely irrelevant to him as long as he does look bad  Not sure how blaming Democrats fits with Trump amorality and lack of empathy but his inability to take responsibility fits ,"['car', 'gre', 'deal', 'perceiv', 'numb', 'peopl', 'died', 'larg', 'irrelev', 'long', 'look', 'bad', 'sur', 'blam', 'democr', 'fit', 'trump', 'am', 'lack', 'empathy', 'in', 'tak', 'respons', 'fit']"
11599,    In our house this is known as the sadim touch    the reverse Midas  when everything turns to ratshit  ,"['hous', 'known', 'sadim', 'touch', 'revers', 'mida', 'everyth', 'turn', 'ratshit']"
11600, You are welcome to bring a court case to the Seychelles,"['welcom', 'bring', 'court', 'cas', 'seychel']"
11601, is my guy  He is my god son,"['guy', 'god', 'son']"
11602,  is culturally appropiated a Latino nick name    latinosfortrump ,"['cult', 'approp', 'latino', 'nick', 'nam', 'latinosfortrump']"
11603, Did he miss his head  This is a total lack of gun control,"['miss', 'head', 'tot', 'lack', 'gun', 'control']"
11604, If someone is being too nice to you at happy hour and asking probing questions about what you do at Pub Citizen    make sure to troll them and say you re with Antifa or something ,"['someon', 'nic', 'happy', 'hour', 'ask', 'prob', 'quest', 'pub', 'cit', 'mak', 'sur', 'trol', 'say', 'antif', 'someth']"
11605, Omg i am so sorry u have to go through that but once she is out it would be worth it i love u austin and ell and lets not forget about the new baby you guys are such good people so keep doing what you do best and keep inspiring me and the other ACE FAMILY members i love u guys ,"['omg', 'sorry', 'go', 'would', 'wor', 'lov', 'austin', 'el', 'let', 'forget', 'new', 'baby', 'guy', 'good', 'peopl', 'keep', 'best', 'keep', 'inspir', 'ac', 'famy', 'memb', 'lov', 'guy']"
11606,      Gun violence is low except in Democrat controlled cities w  strict gun control policies where criminals are armed and citizens are not ,"['gun', 'viol', 'low', 'exceiv', 'democr', 'control', 'city', 'strict', 'gun', 'control', 'policy', 'crimin', 'arm', 'cit']"
11607,    You liberals sure are a delusional lot  HA  ,"['lib', 'sur', 'delud', 'lot', 'ha']"
11608,   Why  Don t get it  Must be all the liberals that left California for Texas for jobs  They are trying to make Texas like California   Poor natives,"['get', 'must', 'lib', 'left', 'californ', 'texa', 'job', 'try', 'mak', 'texa', 'lik', 'californ', 'poor', 'nat']"
11609,  You are        ,[]
11610, Nothing but an ad for Gun Control   We gonna keep our  nd amendment rights Fred ,"['noth', 'ad', 'gun', 'control', 'gon', 'na', 'keep', 'nd', 'amend', 'right', 'fred']"
11611, After slamming the book shut  she carefully balances it on her chair armrest    Very well  You are forgiven    With a flick of her wrist  she motions for him to lift his head     You stand before Vei Aran Xilhatarra  First of the Argentborn  Why have you sought me   ,"['slam', 'book', 'shut', 'car', 'bal', 'chair', 'armrest', 'wel', 'forg', 'flick', 'wrist', 'mot', 'lift', 'head', 'stand', 'vei', 'ar', 'xilhatarr', 'first', 'argentborn', 'sought']"
11612, would be great to see you in a scene for  ,"['would', 'gre', 'see', 'scen']"
11613,   Super storm Sandy hit the North East  I agree with you though  People here have a bad idea of the east coast and it pretty cool  The north east gets all   seasons at least  We get rain and summer ,"['sup', 'storm', 'sandy', 'hit', 'nor', 'east', 'agr', 'though', 'peopl', 'bad', 'ide', 'east', 'coast', 'pretty', 'cool', 'nor', 'east', 'get', 'season', 'least', 'get', 'rain', 'sum']"
11614,   Instead of making up talking points about a culture of responsibility  how about you all start taking responsibility  by apologizing to Cincinnati for blocking common sense gun control measures this year and for your  DogWhistle tweet smearing ,"['instead', 'mak', 'talk', 'point', 'cult', 'respons', 'start', 'tak', 'respons', 'apolog', 'cincinnat', 'block', 'common', 'sens', 'gun', 'control', 'meas', 'year', 'dogwhistl', 'tweet', 'smear']"
11615, I always knew that is how Biden and Obama felt about conservatives  It s just shocking that they so easily admit it now  No wonder there is such hatred and violence on the left ,"['alway', 'knew', 'bid', 'obam', 'felt', 'conserv', 'shock', 'easy', 'admit', 'wond', 'hat', 'viol', 'left']"
11616,   I just do get why the majority of liberals do show there pic just curious is all   well with that being said I must say I enjoyed  bickering back and forth with you   its been real   you have a nice day    ,"['get', 'maj', 'lib', 'show', 'pic', 'cury', 'wel', 'said', 'must', 'say', 'enjoy', 'bick', 'back', 'for', 'real', 'nic', 'day']"
11617,  He worries about  antifa  while he invites and poses for pics with known neonazis  SMDH,"['worry', 'antif', 'invit', 'pos', 'pic', 'known', 'neonaz', 'smdh']"
11618,                                                  Did I ,[]
11619,        Islamism  amp  The  Left including     Marxists  Progressives  Socialists  amp  w  their shock troop  BrownShirts  ANTIFA trying to subvert our  constitutional  USARepublic,"['islam', 'amp', 'left', 'includ', 'marx', 'progress', 'soc', 'amp', 'shock', 'troop', 'brownshirt', 'antif', 'try', 'subvert', 'constitut', 'usarepubl']"
11620, Cam always finds a way to get the job done  Whether he throws for     yards or     yards  That s why he s as good as he is and that s why he s a  franchise QB  He s made chicken salad out of chicken poop on numerous occasions,"['cam', 'alway', 'find', 'way', 'get', 'job', 'don', 'wheth', 'throw', 'yard', 'yard', 'good', 'franch', 'qb', 'mad', 'chick', 'salad', 'chick', 'poop', 'num', 'occas']"
11621, get your shit together,"['get', 'shit', 'togeth']"
11622,  No but it is relevant in showing that gun control laws DO work  The number of deaths via mass shooting went down in the US between           during the Assault Weapons Ban,"['relev', 'show', 'gun', 'control', 'law', 'work', 'numb', 'dea', 'via', 'mass', 'shoot', 'went', 'assault', 'weapon', 'ban']"
11623, c  She is also wearing black leggings boots  This attire was later shown to be her outfit in Route     Enebot,"['also', 'wear', 'black', 'leg', 'boot', 'attir', 'lat', 'shown', 'outfit', 'rout', 'enebot']"
11624,  the fact a Liberal crosses the floor only indicates that the CPC platform is more palatable to Leftists than to true Conservatives  Thanks God for Maxime Bernier ,"['fact', 'lib', 'cross', 'flo', 'ind', 'cpc', 'platform', 'pal', 'left', 'tru', 'conserv', 'thank', 'god', 'maxim', 'berny']"
11625,    That makes zero sense as you are conflating biogenic with non biogenic emission sources ,"['mak', 'zero', 'sens', 'confl', 'biog', 'non', 'biog', 'emit', 'sourc']"
11626, There was once a convaluted theory Nixon was deep throat ,"['convalut', 'the', 'nixon', 'deep', 'throat']"
11627, Star tv,"['star', 'tv']"
11628,                                            The other is the symbol of pedos as confirmed by the FBI ,"['symbol', 'pedo', 'confirm', 'fbi']"
11629, China theft of IP  Is between     and     billion in economic value  Stop that for  MAGA ,"['chin', 'theft', 'ip', 'bil', 'econom', 'valu', 'stop', 'mag']"
11630, Execute him Put him in the gas chamber  What a joke these liberals are  ,"['execut', 'put', 'gas', 'chamb', 'jok', 'lib']"
11631,  You are wrong   Time for you to shut your mouth   You  remember when you sent me these TWEETS     Now you know why you are getting Tweets in return,"['wrong', 'tim', 'shut', 'mou', 'rememb', 'sent', 'tweet', 'know', 'get', 'tweet', 'return']"
11632, politicslive Since the coalition everyone knows if you vote  you a  government  neveragain,"['politicsl', 'sint', 'coalit', 'everyon', 'know', 'vot', 'govern', 'neveragain']"
11633,  He is really bad  Glove always turned the wrong way  How is this possible for a major league catcher ,"['real', 'bad', 'glov', 'alway', 'turn', 'wrong', 'way', 'poss', 'maj', 'leagu', 'catch']"
11634, AA Mr  Bean should crawl back under his rock ,"['aa', 'mr', 'bean', 'crawl', 'back', 'rock']"
11635, She is,[]
11636, A lot of democrats and liberals are even criticizing him for giving him the hug he asked for  ,"['lot', 'democr', 'lib', 'ev', 'crit', 'giv', 'hug', 'ask']"
11637, hiya sexy p s bolna xxx,"['hiy', 'sexy', 'boln', 'xxx']"
11638, You are though,['though']
11639, As if we did already have enough reasons to not watch   ,"['already', 'enough', 'reason', 'watch']"
11640,  Somehow I thought Harambe was gone and now that big ten led silverback is out in a book tour  Wonders never cease,"['somehow', 'thought', 'haramb', 'gon', 'big', 'ten', 'led', 'silverback', 'book', 'tour', 'wond', 'nev', 'ceas']"
11641, FACEBOOK IS A TOOL OF THE  LEFT  LIBERAL  DemocraticParty   THEY RE CENSORING CONSERVATIVES   MAGA  Midterms      NRA   A   AB   ConfirmJudgeKavanaugh  ConfirmKavanaugh  ConstitutionDay  USMC  NAVY   ARMY  AirForce  Conservative ,"['facebook', 'tool', 'left', 'lib', 'democraticparty', 'cens', 'conserv', 'mag', 'midterm', 'nra', 'ab', 'confirmjudgekavanaugh', 'confirmkavanaugh', 'constitutionday', 'usmc', 'navy', 'army', 'airforc', 'conserv']"
11642,  And people take pride in living in a place where survival is a moment to moment struggle a d everything is just shit  They feel tougher and stronger than people in successful pleasant educated clean areas not plagued by violence and death  I been that guy ,"['peopl', 'tak', 'prid', 'liv', 'plac', 'surv', 'mom', 'mom', 'struggle', 'everyth', 'shit', 'feel', 'tough', 'stronger', 'peopl', 'success', 'pleas', 'educ', 'cle', 'are', 'plagu', 'viol', 'dea', 'guy']"
11643,  Antifa is much much smaller than white supremacists in America and responsible for a fraction of the violence  Also NAZI S ARE BAD   ,"['antif', 'much', 'much', 'smal', 'whit', 'supremac', 'americ', 'respons', 'fract', 'viol', 'also', 'naz', 'bad']"
11644, re Ford when she was    where were her parents  Are liberals corrupt politicians All going collude with people to come up with stories from Years ago that ca be proved   And to the Senator from Hawaii she the reason women have a hard time  Life ai easy ,"['ford', 'par', 'lib', 'corrupt', 'polit', 'going', 'collud', 'peopl', 'com', 'story', 'year', 'ago', 'ca', 'prov', 'sen', 'hawai', 'reason', 'wom', 'hard', 'tim', 'lif', 'ai', 'easy']"
11645, By acting like a spoiled brat   Women do not need that sort of help ,"['act', 'lik', 'spoil', 'brat', 'wom', 'nee', 'sort', 'help']"
11646,  This Pope has to go ,"['pop', 'go']"
11647, Never going to happen  Bernier split that party  They won t be in power  All the hard core conservatives out west are with Bernier ,"['nev', 'going', 'hap', 'berny', 'split', 'party', 'pow', 'hard', 'cor', 'conserv', 'west', 'berny']"
11648, K nvm fuck battlefield ,"['nvm', 'fuck', 'battlefield']"
11649,  Tonight Show  Is that still a thing  Who knew ,"['tonight', 'show', 'stil', 'thing', 'knew']"
11650,What the hell are these leftys talking about   They will say anything to stop Maga  ,"['hel', 'lefty', 'talk', 'say', 'anyth', 'stop', 'mag']"
11651,     She IS the coolest thing in tennis  Way cooler than her opponent tomorrow  By such a long shot   class  coolaintforsale,"['coolest', 'thing', 'ten', 'way', 'cool', 'oppon', 'tomorrow', 'long', 'shot', 'class', 'coolaintfors']"
11652, What about Trumps promise on the border wall or do we pay for his lie what about gun control and innocent lives taken,"['trump', 'prom', 'bord', 'wal', 'pay', 'lie', 'gun', 'control', 'innoc', 'lif', 'tak']"
11653,    time for MAGA to flip it   ,"['tim', 'mag', 'flip']"
11654, But she s OK with killing babies,"['ok', 'kil', 'baby']"
11655,AUGUST        Read the best of NEW NOVEL Story Pitches ,"['august', 'read', 'best', 'new', 'novel', 'story', 'pitch']"
11656, I agree       amp  then some  Please go to work    That    Senators who need to please take a stand against the Obstructionist Liberals  Quit allowing them to make you look inept  Lead or Resign   ,"['agr', 'amp', 'pleas', 'go', 'work', 'sen', 'nee', 'pleas', 'tak', 'stand', 'obstruct', 'lib', 'quit', 'allow', 'mak', 'look', 'inept', 'lead', 'resign']"
11657,      And yet she walks the woods surrounded by peace and tranquility  She is SOOO not  missing any sleep over trumps distractions  crookedtrump     his so transparent  Americans are smart and we can see the lies    countrybeforeparty ,"['yet', 'walk', 'wood', 'surround', 'peac', 'tranquil', 'sooo', 'miss', 'sleep', 'trump', 'distract', 'crookedtrump', 'transp', 'am', 'smart', 'see', 'lie', 'countrybeforeparty']"
11658, It seems that the more often these types of events occur the more the gun control and safety debate heats up  I believe eventually state legislatures will pass laws providing schools with better protection but it is sad that these events have to occur in order to push the agenda ,"['seem', 'oft', 'typ', 'ev', 'occ', 'gun', 'control', 'saf', 'deb', 'heat', 'believ', 'ev', 'stat', 'legisl', 'pas', 'law', 'provid', 'school', 'bet', 'protect', 'sad', 'ev', 'occ', 'ord', 'push', 'agend']"
11659,  Too bad he can t write a law to take away the stupidity from liberals ,"['bad', 'writ', 'law', 'tak', 'away', 'stupid', 'lib']"
11660, this is exactly who you sound like   Complete dog shit  Been meaning to tell you this for a while    long  cox ,"['exact', 'sound', 'lik', 'complet', 'dog', 'shit', 'mean', 'tel', 'long', 'cox']"
11661,              Absolutely ,['absolv']
11662, Ruth Bader Ginsburg came out saying she was groped by Abraham Lincoln    TCOT  MAGA  RedNationRising ,"['ruth', 'bad', 'ginsburg', 'cam', 'say', 'grop', 'abraham', 'lincoln', 'tcot', 'mag', 'rednationr']"
11663,  And we do need Levi jeans who just jumped on the gun control band wagon ,"['nee', 'lev', 'jean', 'jump', 'gun', 'control', 'band', 'wagon']"
11664,   This picture I love it  Because it speaks volumes  You are in your element  And you looked peaceful   ,"['pict', 'lov', 'speak', 'volum', 'el', 'look', 'peac']"
11665,       Liberals have had   years to play this game   an extra week doesn t matter  Everyone was well aware who the likely nominees were  Kavanaugh has been a top name for many years   Liberals have always had him as a target,"['lib', 'year', 'play', 'gam', 'extr', 'week', 'mat', 'everyon', 'wel', 'aw', 'lik', 'nomin', 'kavanaugh', 'top', 'nam', 'many', 'year', 'lib', 'alway', 'target']"
11666,  Yup basically another dead cat ,"['yup', 'bas', 'anoth', 'dead', 'cat']"
11667, You are here,[]
11668, Now  Beto  will have three excellent opportunities to sell Texans on gun control and open borders    ,"['beto', 'three', 'excel', 'opportun', 'sel', 'tex', 'gun', 'control', 'op', 'bord']"
11669,     Sorry to break it to you but the god of the bible is actually just a lesser god from the ancient Sumerian and Babylonian religions  The bible itself is unique in it claims nor is it unique in it inability to substantiate said claims  Try again ,"['sorry', 'break', 'god', 'bibl', 'act', 'less', 'god', 'ant', 'sum', 'babylon', 'relig', 'bibl', 'un', 'claim', 'un', 'in', 'substanty', 'said', 'claim', 'try']"
11670, This nigga is everywhere      I ca escape his spews  it now time,"['nigg', 'everywh', 'ca', 'escap', 'spew', 'tim']"
11671, And people think gun control will stop violence ,"['peopl', 'think', 'gun', 'control', 'stop', 'viol']"
11672,   Plus she is a REAL reporter and has the courage of a platoon of Marines   SMH ,"['plu', 'real', 'report', 'cour', 'platoon', 'marin', 'smh']"
11673, why why why have u let Feinstein stop the vote for judge Kavanaugh with a coney letter she had since July and have u seen the letter  She is not someone to talk after her   yr spy no one has investigated,"['let', 'feinstein', 'stop', 'vot', 'judg', 'kavanaugh', 'coney', 'let', 'sint', 'july', 'seen', 'let', 'someon', 'talk', 'yr', 'spy', 'on', 'investig']"
11674, Embarrassing for the liberals    I wonder who those women raped in school ,"['embarrass', 'lib', 'wond', 'wom', 'rap', 'school']"
11675,    bring  our railways back into public ownership  as franchises expire or  in other cases  with franchise reviews or break clauses  We will introduce a Public Ownership of the Railways Bill to repeal the Railways Act      under which the Conservatives privatised our railways   ,"['bring', 'railway', 'back', 'publ', 'own', 'franch', 'expir', 'cas', 'franch', 'review', 'break', 'claus', 'introduc', 'publ', 'own', 'railway', 'bil', 'rep', 'railway', 'act', 'conserv', 'priv', 'railway']"
11676, This is an outstanding thread and expert insight  ESP about the Reagan years which I studied in college  He is spot on and there was such a titanic shift begins in the   s with rhe Contract with America bs to the immigration issues in CA  prop     ,"['outstand', 'thread', 'expert', 'insight', 'esp', 'reag', 'year', 'study', 'colleg', 'spot', 'tit', 'shift', 'begin', 'rhe', 'contract', 'americ', 'immigr', 'issu', 'ca', 'prop']"
11677,You won t hear it here   Jobless claims lowest since       four years before you were born   DOW in record territory  how many times now since         Got to be a pile of shit in this room of ponies  right  at   MAGA,"['hear', 'jobless', 'claim', 'lowest', 'sint', 'four', 'year', 'born', 'dow', 'record', 'territ', 'many', 'tim', 'sint', 'got', 'pil', 'shit', 'room', 'pony', 'right', 'mag']"
11678,Americans are a people of the creed  a family in faith  formed by an idea and united in defense of the singular concept of liberty   WWG WGA  MAGA ,"['am', 'peopl', 'cree', 'famy', 'fai', 'form', 'ide', 'unit', 'defens', 'singul', 'conceiv', 'liberty', 'wwg', 'wga', 'mag']"
11679, You are   ,[]
11680, You don t agree sexual assault is more serious than marijuana use  How many  baseless  allegations are supported by therapist corroboration   years beforehand  There s evidence and conservatives are afraid investigation would make it more convincing ,"['agr', 'sex', 'assault', 'sery', 'marijuan', 'us', 'many', 'baseless', 'alleg', 'support', 'therap', 'corrob', 'year', 'beforehand', 'evid', 'conserv', 'afraid', 'investig', 'would', 'mak', 'convint']"
11681, She is one UGLY and DUMB woman ,"['on', 'ug', 'dumb', 'wom']"
11682, No way  She is ,['way']
11683, This liberal is pissed that anyone would give that disgusting pos an award for equality  And    f u  for including all liberals in this bullshit decision by the HRC ,"['lib', 'piss', 'anyon', 'would', 'giv', 'disgust', 'po', 'award', 'eq', 'includ', 'lib', 'bullshit', 'decid', 'hrc']"
11684, Agreed   he is the future ,"['agree', 'fut']"
11685,  YOU should be FIRED    You are dead to the public for your FAKE NEWS Why do you show him approaching the crowd  Scared     If you ca stand the fire Get Out of the Kitchen    ,"['fir', 'dead', 'publ', 'fak', 'new', 'show', 'approach', 'crowd', 'scar', 'ca', 'stand', 'fir', 'get', 'kitch']"
11686,  Enioy    You are gonna rock it Jackie ,"['enioy', 'gon', 'na', 'rock', 'jacky']"
11687,  I think she is a hypocrite and loyal to the evil GOP  Vote her out ,"['think', 'hypocrit', 'loy', 'evil', 'gop', 'vot']"
11688,       The FBI has already done   investigations on Kavanough  How many more do you whining liberals need   ,"['fbi', 'already', 'don', 'investig', 'kavanough', 'many', 'whin', 'lib', 'nee']"
11689,       Conservatives slash  Housing Associations annual capital funding from   bn a year to     m      bn over   yrs          TheresaMay announces groundbreaking  housing initiative of   bn for the decade      m a year       HousingForAll  HousingCrisis  HousingMarket  NHF   ,"['conserv', 'slash', 'hous', 'assocy', 'an', 'capit', 'fund', 'bn', 'year', 'bn', 'yr', 'theresamay', 'annount', 'groundbreak', 'hous', 'in', 'bn', 'decad', 'year', 'housingforal', 'housingcris', 'housingmarket', 'nhf']"
11690, NewYork  State  Republicans  amp   Conservatives  Democrats who do want Cuomo need to  VOTE for  for  Governor He is the best  amp  sharpest choice  ,"['newyork', 'stat', 'republ', 'amp', 'conserv', 'democr', 'want', 'cuomo', 'nee', 'vot', 'govern', 'best', 'amp', 'sharpest', 'cho']"
11691,  NeverAgain We need gun control  It s enough  Do something ,"['neveragain', 'nee', 'gun', 'control', 'enough', 'someth']"
11692,  John McEnroe is older than you are,"['john', 'mcenro', 'old']"
11693,   The reality is that Alleslev s crossing over  more like double Xing  to the CPC is good news for the Liberals as anyone who seriously believes that the cons are a better party has questionable intelligence  amp  judgement and the Liberals are better off without her ,"['real', 'alleslev', 'cross', 'lik', 'doubl', 'xing', 'cpc', 'good', 'new', 'lib', 'anyon', 'sery', 'believ', 'con', 'bet', 'party', 'quest', 'intellig', 'amp', 'judg', 'lib', 'bet', 'without']"
11694,   Well they ve run out of space that isn t environmentally protected  We don t live on an island of infinite land,"['wel', 'run', 'spac', 'environ', 'protect', 'liv', 'island', 'infinit', 'land']"
11695, Holy shit,"['holy', 'shit']"
11696, only the arm   He really sucks at gun control ,"['arm', 'real', 'suck', 'gun', 'control']"
11697, You ll have to tell me your secrets over dinner sometime,"['tel', 'secret', 'din', 'sometim']"
11698, totally agree with you with the double standard   Why is there always a sexist argument when it involves Serena She is not the shining light of the WTA   Carlos was just doing his job   Serena smashed her racket and had three audible obscenities against Ramos  Shrug ,"['tot', 'agr', 'doubl', 'standard', 'alway', 'sex', 'argu', 'involv', 'seren', 'shin', 'light', 'wta', 'carlo', 'job', 'seren', 'smash', 'racket', 'three', 'aud', 'obsc', 'ramo', 'shrug']"
11699,Bert and Ernie are puppets   dogs are not children   there are only two genders   and there will be two terms   MAGA ,"['bert', 'erny', 'puppet', 'dog', 'child', 'two', 'gend', 'two', 'term', 'mag']"
